Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6113582770029704,18608.9,1849.8333333333333,17966974.666666668,4.383003996076978,0.0,0.0,100.33333333333333,985.5333333333333
chr20b,4.001359828313192,121084.06666666667,1792.4333333333334,2588.0,12.619669277632724,3.3072236727589206,0.0,315.06666666666666,1445.1666666666667
chr22a,4.841262539227803,157442.23333333334,2170.866666666667,6396.666666666667,3.9094650205761368,1.8843404808317088,0.0,475.1666666666667,2112.9333333333334
nug25,6.251539858182271,102950.8,2577.866666666667,3800.2,1.5010683760683712,0.0,0.0,812.0333333333333,3438.7
tai30b,9.003300229708353,514343.93333333335,1398.6666666666667,659174787.3333334,3.4621067121349434,0.0,0.0,5045.266666666666,21067.766666666666
kra30b,9.001344855626424,77348.3,4436.5,96170.66666666667,5.196528841245539,1.4985779916867206,0.0,89.26666666666667,964.8
esc32b,10.241399113337199,347702.73333333334,4934.366666666667,196.93333333333334,17.222222222222225,0.0,0.0,13.566666666666666,515.6666666666666
tai50b,25.008169229825338,1048106.9,2073.366666666667,473095970.26666665,3.1111124343077945,0.4425062741771982,0.0,8942.666666666666,35305.666666666664
sko56,31.361438671747845,289363.7,13041.3,35441.6,2.8544895234778527,1.5381043589297114,0.0,1237.7666666666667,5683.766666666666
tai60a,36.00958214600881,1405885.2,2446.9333333333334,7455968.533333333,3.469440073835155,2.758049515109849,0.0,10082.333333333334,36265.86666666667
sko64,40.96157765388489,323827.26666666666,17019.4,49991.4,3.0793022392676015,1.402119675038146,0.0,1147.5666666666666,5612.133333333333
sko72,51.84145435492198,443351.5,21013.166666666668,68379.46666666666,3.2049424454640483,2.103960396039604,0.0,1561.3,7182.4
lipa90b,81.01931034723917,2270519.3,2573.6,15173237.666666666,21.47879860019887,21.156386712046437,0.0,11023.666666666666,40062.333333333336
sko100d,100.00140008131663,968752.1333333333,33948.5,153299.73333333334,2.489525948904461,1.3972829865753864,0.0,2666.366666666667,11949.266666666666
sko100c,100.00138133366903,667647.4666666667,35590.46666666667,152324.0,3.0176786463053387,2.156064438462891,0.0,2283.5333333333333,10660.733333333334
sko100e,100.00135337511698,676435.3666666667,36086.066666666666,153540.53333333333,2.9437032070622364,1.6533690915186054,0.0,2217.5333333333333,10279.8
sko100a,100.00144400596619,685183.2333333333,36306.7,156039.0,2.655886106761753,1.388139629741714,0.0,2127.8,10117.166666666666
sko100b,100.00136938095093,699968.4666666667,34921.1,158039.86666666667,2.6966447895683077,1.814282929365131,0.0,2473.1666666666665,11170.0
tho150,225.08487632274628,2957357.8333333335,1922.5666666666666,8352614.733333333,2.69526627534191,1.8708785676048314,0.0,8677.466666666667,34565.833333333336
tai256c,655.363672041893,45099490.2,95386.06666666667,46449179.6,3.775496548269956,2.4320356795618805,0.0,0.06666666666666667,805.2333333333333
