Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.643950374921163,6496464.4,48.3,17937024.0,4.208999155732202,4.208999155732202,7793.333333333333,1610.9333333333334,5616.633333333333
chr20b,4.03399056593577,7488431.033333333,60.9,2372.133333333333,3.225993617638521,2.088772845953003,8618.066666666668,822.8666666666667,3939.9333333333334
chr22a,4.883454847335815,8623542.933333334,56.733333333333334,6182.0,0.4223521767381416,0.0,8036.633333333333,774.7666666666667,4037.366666666667
nug25,6.313936789830525,11206823.933333334,52.766666666666666,3744.0,0.0,0.0,7506.3,752.1666666666666,4464.666666666667
tai30b,9.12529882589976,13963177.4,38.2,641909622.1333333,0.7522179259581944,0.0,6035.733333333334,1146.1333333333334,3869.9
kra30b,9.085257490475973,14764630.866666667,54.766666666666666,91522.66666666667,0.11230219499745299,0.0,7472.8,462.6666666666667,5915.0
esc32b,10.3225696961085,16512504.766666668,60.733333333333334,168.0,0.0,0.0,7916.9,143.03333333333333,7538.533333333334
tai50b,25.492054382960003,27255737.4,24.4,460820087.3666667,0.4355877596443836,0.4043870941649844,3692.9333333333334,569.7333333333333,2492.766666666667
sko56,32.03703153928121,31998567.466666665,25.3,34498.666666666664,0.11801807030780731,0.01160833478437518,3606.1666666666665,367.76666666666665,2275.3
tai60a,36.7713171561559,32466310.966666665,21.3,7326900.266666667,1.678308415540723,1.265979476439093,3259.0,532.6,2014.0333333333333
sko64,41.82378009955088,33585137.333333336,19.566666666666666,48583.73333333333,0.17677704922539061,0.0,2777.133333333333,272.6,1777.4
sko72,53.20048151810964,40249081.46666667,18.1,66441.8,0.28042743298720557,0.08452064718666989,2563.1666666666665,246.36666666666667,1658.6
lipa90b,83.81081141630808,48154757.6,12.766666666666667,12574585.433333334,0.6736706360754883,0.0,1954.6,320.46666666666664,1234.2333333333333
sko100d,103.1886743704478,53279366.63333333,10.733333333333333,150265.06666666668,0.4606799664830456,0.27811948440926354,1546.8333333333333,172.96666666666667,1008.5
sko100c,103.77030650774638,52866808.1,10.566666666666666,148418.53333333333,0.3763869914740268,0.23535458738553516,1525.5666666666666,173.03333333333333,1015.1
sko100e,103.37536885738373,53180370.5,10.666666666666666,149832.13333333333,0.457347189630125,0.16761649346295676,1540.0333333333333,174.7,1016.7333333333333
sko100a,103.54050567944844,54340087.4,10.933333333333334,152572.86666666667,0.3755652337907847,0.19605005197300035,1575.0,175.53333333333333,1031.4
sko100b,104.89714512030284,52713774.93333333,10.566666666666666,154510.26666666666,0.40305846167175435,0.1767496263564884,1525.0333333333333,172.5,1000.2333333333333
tho150,243.66214690208434,76365537.96666667,4.966666666666667,8197001.466666667,0.7820036184958217,0.4886764424905802,774.2333333333333,138.5,508.56666666666666
tai256c,696.3031608263651,99906192.86666666,4.066666666666666,44866447.53333333,0.23939951629561304,0.19284933314631816,648.5666666666667,128.03333333333333,416.43333333333334
