Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.611875605583191,33833.166666666664,1368.8333333333333,31858534.0,85.0890059972527,85.0890059972527,0.0,3557.9666666666667,14726.9
chr20b,4.001039632161459,291367.43333333335,2279.3,2446.266666666667,6.451987235277062,3.3072236727589206,0.0,1614.9333333333334,11144.233333333334
chr22a,4.841144188245138,397150.0,2547.8,6315.533333333334,2.591509638293271,0.6172839506172839,0.0,1959.8666666666666,10785.066666666668
nug25,6.251431433359782,248605.7,3063.366666666667,3781.5333333333333,1.0024928774928767,0.16025641025641027,0.0,4230.166666666667,26174.166666666668
tai30b,9.00235771338145,317408.26666666666,2551.9666666666667,724602669.1666666,13.731471715572427,13.701404218913202,0.0,5524.733333333334,21950.533333333333
kra30b,9.00136862595876,283150.5,3589.3,94840.0,3.7409757164734194,1.0500984467293808,0.0,5131.733333333334,43442.333333333336
esc32b,10.240768353144327,528010.3,9536.3,175.06666666666666,4.206349206349204,0.0,0.0,395.06666666666666,150381.5
tai50b,25.003858319918315,988940.8666666667,4160.266666666666,468349893.03333336,2.076706449086031,0.5459063943594432,0.0,9246.766666666666,36632.13333333333
sko56,31.362979372342426,1017535.7,11640.3,35170.86666666667,2.068798730822069,1.0679668001625167,0.0,7906.566666666667,104028.1
tai60a,36.00481409231822,1356489.9333333333,4520.933333333333,7440272.733333333,3.2516232160720997,1.9385891848999481,0.0,10498.466666666667,37353.26666666667
sko64,40.96360561847687,1174123.1,14004.666666666666,49483.4,2.031836364386163,0.701059837519073,0.0,7995.4,126047.5
sko72,51.84388240178426,1524933.9,14539.1,67583.93333333333,2.004246156322951,0.9267085245109877,0.0,9184.1,124349.46666666666
lipa90b,81.01036807696025,2193931.9,4677.333333333333,15075062.9,20.6927993975553,0.0,0.0,11221.233333333334,40135.4
sko100d,100.00972533226013,2097507.8,14785.2,152153.0,1.7228699791410387,1.2181098571963416,0.0,9542.5,146078.36666666667
sko100c,100.01003230412802,2078491.3333333333,12813.7,150744.6,1.9495204988435202,1.252519240913825,0.0,9507.966666666667,160522.96666666667
sko100e,100.00962944030762,2045597.3,20459.966666666667,152132.86666666667,1.9999106045368211,1.150519611129735,0.0,9132.333333333334,221251.5
sko100a,100.01232164700826,2156808.566666667,10617.633333333333,154590.2,1.702740753411147,0.9381455507164379,0.0,9899.966666666667,105374.5
sko100b,100.01603749593099,2128608.466666667,14054.4,156615.8,1.7712651894210074,1.0734940541945546,0.0,9755.3,156547.2
tho150,225.03188268343607,2895888.566666667,3677.8333333333335,8343055.733333333,2.577738521259299,1.7547647367066015,0.0,8906.866666666667,33243.4
tai256c,655.3960449616114,11427483.166666666,146571.66666666666,45068279.266666666,0.6903264977027245,0.44095869787401026,0.0,3471.9333333333334,2342822.1333333333
