Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6166392008463544,161104.66666666666,376.53333333333336,17337339.066666666,0.7250005441766462,0.0,150.26666666666668,243.33333333333334,2709.766666666667
chr20b,4.008802390098571,502108.73333333334,318.73333333333335,2507.2,9.103568320278494,3.2201914708442123,273.96666666666664,577.8,3397.266666666667
chr22a,4.84757141272227,482892.3,421.56666666666666,6366.4,3.417803768680956,1.6569200779727096,247.86666666666667,570.4666666666667,3551.3
nug25,6.258500512441,558570.3333333334,461.3,3778.3333333333335,0.917022792022796,0.0,318.2,1519.7,6578.1
tai30b,9.01732439994812,1133867.6333333333,327.6,662464877.6666666,3.978509468582839,0.0,327.6,4388.433333333333,20553.966666666667
kra30b,9.007325021425883,391942.9,929.8666666666667,94471.66666666667,3.3380733610442697,0.18595493327499454,155.9,214.03333333333333,2195.5333333333333
esc32b,10.247118806838989,737701.7333333333,1038.0333333333333,182.26666666666668,8.4920634920635,0.0,166.0,28.8,1396.6666666666667
tai50b,25.038610990842184,3392442.1666666665,477.26666666666665,480625052.93333334,4.752073546135226,0.4011590415451244,477.26666666666665,7780.233333333334,32827.23333333333
sko56,31.37245922088623,4854711.233333333,1666.9666666666667,35008.066666666666,1.596339505097991,0.45852922398281964,675.7,3685.9333333333334,13849.5
tai60a,36.03591833909353,5888530.866666666,671.4666666666667,7407986.733333333,2.803577556103313,1.9784450709010122,626.1333333333333,7661.866666666667,31815.5
sko64,40.97626945177714,4915610.266666667,2194.233333333333,49260.333333333336,1.5718861258883579,0.13196420470947257,508.1,3910.1,14898.333333333334
sko72,51.864027523994444,8004587.133333334,2351.766666666667,67343.0,1.64060613378411,0.4648635595266844,686.2333333333333,4043.8333333333335,15190.0
lipa90b,81.07623097896575,11673810.7,597.6,15086063.033333333,20.780867811899782,20.425603867789775,597.6,8153.133333333333,33394.3
sko100d,100.03266944885254,10571576.933333334,5156.033333333334,151899.4,1.5533240626838491,0.9252821308231267,477.06666666666666,2786.766666666667,10595.266666666666
sko100c,100.01949948469797,14772968.8,3791.1,150392.93333333332,1.7116861217441397,0.8981347472643411,682.5333333333333,3582.5,13389.433333333332
sko100e,100.04827731450399,11108493.066666666,4304.433333333333,151493.86666666667,1.5714828472455036,0.5189406637613141,497.6,3706.4,14725.933333333332
sko100a,100.02478470007578,10767253.7,5062.766666666666,154232.2,1.467217536611368,0.5657820291838265,488.93333333333334,2996.3333333333335,12240.3
sko100b,100.0318445444107,11678651.166666666,4173.333333333333,156148.4,1.4675417506010748,0.9617259081161869,523.5333333333333,3887.2,14588.0
tho150,225.31720912456512,19891341.8,381.26666666666665,8277451.266666667,1.7711326393552438,1.105810880028249,381.26666666666665,6406.033333333334,25216.8
tai256c,655.3803018013637,46443677.06666667,18983.566666666666,44937664.46666667,0.39851045610028757,0.24104044179070386,128.96666666666667,0.06666666666666667,1001.4666666666667
