Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.612978132565816,35802.2,597.1,31858534.0,85.0890059972527,85.0890059972527,0.0,3881.2,12319.266666666666
chr20b,4.0018603245417275,329018.3333333333,1208.7,2443.0666666666666,6.312735712213517,3.3072236727589206,0.0,1682.7666666666667,10985.4
chr22a,4.841921671231588,394952.23333333334,1358.0666666666666,6341.533333333334,3.0138618150314125,1.916829109811566,0.0,1846.6666666666667,13084.333333333334
nug25,6.252944461504618,245959.36666666667,1293.9333333333334,3780.8,0.9829059829059877,0.053418803418803416,0.0,3780.9333333333334,20600.866666666665
tai30b,9.003673871358236,358343.73333333334,1328.7666666666667,724600377.4666667,13.731112017182106,13.701404218913202,0.0,5853.666666666667,23527.333333333332
kra30b,9.002871799468995,275752.43333333335,2002.7666666666667,94322.66666666667,3.1750893312914807,0.7219426821264494,0.0,4568.9,52776.26666666667
esc32b,10.24125416278839,643451.3,4828.733333333334,184.26666666666668,9.682539682539689,0.0,0.0,40.63333333333333,153294.1
tai50b,25.00748914082845,1058589.4,2170.4333333333334,467733144.1666667,1.9422862347291978,0.6271146607973924,0.0,9329.3,38171.333333333336
sko56,31.36684132417043,1160379.7666666666,2897.3,35029.333333333336,1.6580571517015954,0.7255209240234488,0.0,9503.033333333333,51327.3
tai60a,36.00856878757477,1478706.4333333333,2648.0666666666666,7442529.133333334,3.2829361760904896,2.714557750929022,0.0,10822.8,40337.26666666667
sko64,40.9719432592392,1390772.7,3564.5333333333333,49469.86666666667,2.0039314335986402,0.9938554167182152,0.0,9924.533333333333,60159.63333333333
sko72,51.85098790327708,1741194.3333333333,3580.9,67481.6,1.8497947355711268,0.9961361989857522,0.0,11077.633333333333,64587.36666666667
lipa90b,81.01872908274332,2320736.7333333334,2663.8,15151887.933333334,21.307870021029153,20.9828940387293,0.0,11437.266666666666,43088.13333333333
sko100d,100.02642734050751,2372827.7666666666,3040.133333333333,151992.8,1.615767235385348,1.0416109536289244,0.0,10667.966666666667,55077.066666666666
sko100c,100.02416806221008,2327520.1666666665,4812.733333333334,150802.06666666668,1.988385566722133,1.222761764347838,0.0,10337.233333333334,78992.9
sko100e,100.02242319583893,2344843.3666666667,2941.133333333333,152277.8,2.0970834730137367,1.2349983238350655,0.0,10767.933333333332,54785.666666666664
sko100a,100.02883660793304,2328348.7333333334,3406.2,154636.53333333333,1.7332228084718133,1.0144603360482098,0.0,10560.566666666668,60756.166666666664
sko100b,100.02639396190644,2289658.433333333,2435.5333333333333,156578.93333333332,1.7473086836918057,1.1384755344726754,0.0,10538.9,46061.13333333333
tho150,225.06651638348896,2989778.966666667,1926.6666666666667,8331969.333333333,2.4414314082912583,1.733543593956671,0.0,9014.2,35883.433333333334
tai256c,655.3631575902303,40906375.7,111448.0,45477958.6,1.605620946568106,1.338059532395663,0.0,14.466666666666667,3566225.2666666666
