Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.6104947566986083,4393108.3,3503.5666666666666,17997928.0,4.562834044093878,4.562834044093878,3504.5666666666666,3504.5666666666666,0.0
chr20b,4.000554569562277,3750341.1666666665,4110.333333333333,2511.866666666667,9.306643458079495,5.657093124456049,4111.333333333333,4111.333333333333,0.0
chr22a,4.840625214576721,4796322.6,4279.966666666666,6296.533333333334,2.282867662984629,0.8771929824561403,4280.966666666666,4280.966666666666,0.0
nug25,6.250954214731852,7500788.033333333,3893.733333333333,3744.8,0.021367521367526225,0.0,3894.733333333333,3894.733333333333,0.0
tai30b,9.00128358999888,10174541.566666666,3566.5333333333333,677759730.7666667,6.379143949735133,2.293668260014231,3567.5333333333333,3567.5333333333333,0.0
kra30b,9.00127375125885,10582112.833333334,3517.8333333333335,91713.0,0.32049879676219645,0.1312623058411726,3518.8333333333335,3518.8333333333335,0.0
esc32b,10.241262841224671,10920043.133333333,4792.066666666667,168.0,0.0,0.0,4793.066666666667,4793.066666666667,0.0
tai50b,25.00836976369222,23792682.733333334,1888.0333333333333,461174766.43333334,0.5128899465570045,0.4217212855778078,1889.0333333333333,1889.0333333333333,0.0
sko56,31.371388530731203,25911494.3,1765.7,34677.066666666666,0.6357498016909446,0.34244587613906785,1766.7,1766.7,0.0
tai60a,36.012582151095074,28455421.8,1788.9333333333334,7394982.466666667,2.623112176648542,2.3918249915833583,1789.9333333333334,1789.9333333333334,0.0
sko64,40.97416605949402,31145685.533333335,1497.7333333333333,48838.666666666664,0.7024344646514583,0.4288836653057858,1498.7333333333333,1498.7333333333333,0.0
sko72,51.86705466111501,35213278.13333333,1262.8666666666666,66741.4,0.7326128954358763,0.3984544795943009,1263.8666666666666,1263.8666666666666,0.0
lipa90b,81.04674194653829,48479069.266666666,1129.5333333333333,12576445.1,0.6885593551100367,0.0,1130.5333333333333,1130.5333333333333,0.0
sko100d,100.07504260540009,48229728.63333333,767.5,150738.73333333334,0.7773528730099328,0.5361822752313206,768.5,768.5,0.0
sko100c,100.08487175305685,51144376.2,797.5,148855.4,0.6718426641057162,0.4815300753405202,798.5,798.5,0.0
sko100e,100.07814106146495,46686141.4,735.9,150434.06666666668,0.8609230081573451,0.6785115655380489,736.9,736.9,0.0
sko100a,100.0837118546168,49791369.46666667,788.8,153042.13333333333,0.6842892418082206,0.5315719530006184,789.8,789.8,0.0
sko100b,100.08104451497395,47690532.5,761.0,155070.66666666666,0.7672146771503392,0.5965299889531483,762.0,762.0,0.0
tho150,225.27844671408334,66975269.63333333,385.3666666666667,8216710.866666666,1.02433038032402,0.7596087145864496,386.3666666666667,386.3666666666667,0.0
tai256c,656.1640724261601,88575304.2,395.96666666666664,44864943.8,0.23603991608982264,0.20101300078593734,396.96666666666664,396.96666666666664,0.0
