Instance,Time,Evaluations,Iterations,Objective value,Distance to optimum (Avg),Distance to optimum (Best),Local search applications,Greedy solutions,Reemplacements in the population
els19,3.616722242037455,33891.0,256.03333333333336,31858534.0,85.0890059972527,85.0890059972527,0.0,3924.6,10504.5
chr20b,4.005377515157064,311704.4666666667,549.9333333333333,2426.2,5.578764142732803,3.3072236727589206,0.0,1474.6666666666667,10379.2
chr22a,4.8445513645807905,432261.23333333334,648.6666666666666,6311.733333333334,2.5297812432315396,0.7472384665367121,0.0,1867.7666666666667,11344.466666666667
nug25,6.2547468662261965,302951.0,727.8666666666667,3773.133333333333,0.7781339031338999,0.0,0.0,3463.233333333333,21196.133333333335
tai30b,9.009582360585531,355158.5333333333,628.1666666666666,724690321.8,13.745229411221286,13.701404218913202,0.0,5458.333333333333,22641.766666666666
kra30b,9.006135288874308,284047.36666666664,1055.2333333333333,94247.66666666667,3.0930503901407476,1.1704222270837892,0.0,4067.1,56335.03333333333
esc32b,10.242833415667215,727194.0,2302.9,182.66666666666666,8.730158730158724,0.0,0.0,19.2,143092.13333333333
tai50b,25.01272850036621,1106391.8666666667,1073.1,465974327.3333333,1.558952679486763,0.5101637375912342,0.0,8962.1,38602.9
sko56,31.373201759656272,1274248.8,1397.9,35035.933333333334,1.6772109040958103,0.21475419351094086,0.0,10141.733333333334,48671.0
tai60a,36.01921685536703,1530239.2666666666,1430.1333333333334,7427081.333333333,3.0685609129403266,2.3065900153234224,0.0,10101.233333333334,40295.4
sko64,40.97856588363648,1466486.4333333333,1437.6666666666667,49390.13333333333,1.839526028564748,0.6268299723699946,0.0,10316.133333333333,54016.8
sko72,51.866528916358945,1641433.1666666667,1438.4666666666667,67529.73333333334,1.9224422442244282,0.8874667954600338,0.0,10209.233333333334,52267.36666666667
lipa90b,81.0302055199941,2328026.466666667,1448.8333333333333,15143460.266666668,21.24039708979585,20.899750457169606,0.0,10827.7,44044.933333333334
sko100d,100.04672235647837,2367337.7333333334,1278.9666666666667,152188.06666666668,1.7463140254229825,0.8249986628870942,0.0,10541.633333333333,48838.4
sko100c,100.05794987678527,2313638.8666666667,1282.1666666666667,150686.2,1.9100242117650321,1.224114376919019,0.0,10293.633333333333,49133.933333333334
sko100e,100.06033790906271,2303044.966666667,1277.7333333333333,152097.66666666666,1.976310202257229,1.2390211196781764,0.0,10275.066666666668,49278.46666666667
sko100a,100.0532845099767,2307909.6333333333,1248.1,154588.26666666666,1.701468840322274,0.8302522335232431,0.0,10252.2,47860.46666666667
sko100b,100.04662716388702,2387160.533333333,1303.3333333333333,156555.4,1.7320163753330262,0.8538566508545065,0.0,10688.433333333332,49946.03333333333
tho150,225.13893938064575,2997709.3666666667,1042.9666666666667,8338469.266666667,2.521347986003717,1.5186518598991467,0.0,8767.766666666666,39528.03333333333
tai256c,655.3729780435563,60586986.9,29964.133333333335,45435526.333333336,1.5108199278865655,1.1347632069442382,0.0,0.6666666666666666,1917474.7666666666
