Time,Evaluations,Iterations,Objective value
2.1341798305511475,1250025.0,24.0,158460
3.2233173847198486,1250025.0,24.0,157940
3.8888115882873535,1250025.0,24.0,158890
4.07814359664917,1250025.0,24.0,158052
1.9267733097076416,1250025.0,24.0,158578
2.607750177383423,1250025.0,24.0,158096
1.9315931797027588,1250025.0,24.0,158122
4.0837929248809814,1250025.0,24.0,159326
4.072613000869751,1250025.0,24.0,158518
2.948974609375,1250025.0,24.0,159254
2.11295223236084,1250025.0,24.0,159100
2.354243278503418,1250025.0,24.0,160880
2.6747422218322754,1250025.0,24.0,158658
1.9209139347076416,1250025.0,24.0,157342
4.091116666793823,1250025.0,24.0,158068
1.9252667427062988,1250025.0,24.0,157026
1.921065330505371,1250025.0,24.0,158970
2.3223867416381836,1250025.0,24.0,159302
1.9352209568023682,1250025.0,24.0,159102
1.9216532707214355,1250025.0,24.0,159630
1.9254248142242432,1250025.0,24.0,159140
2.5194530487060547,1250025.0,24.0,158338
1.9253122806549072,1250025.0,24.0,158622
2.74238657951355,1250025.0,24.0,157302
1.9257068634033203,1250025.0,24.0,159066
1.929039716720581,1250025.0,24.0,159462
3.111011266708374,1250025.0,24.0,158150
1.9210314750671387,1250025.0,24.0,158168
1.9549825191497803,1250025.0,24.0,158788
1.92445969581604,1250025.0,24.0,158402
