Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
100.00100636482239,81770.0,4428.0,156374,0.0,10906.0
100.00121760368347,92547.0,5085.0,156188,0.0,11171.0
100.0057122707367,92256.0,5022.0,155818,0.0,11888.0
100.00651478767395,95626.0,5212.0,157018,0.0,12218.0
100.00201511383057,91828.0,5005.0,155468,0.0,11732.0
100.00819325447083,83864.0,4572.0,156892,0.0,10696.0
100.01081657409668,86562.0,4764.0,156698,0.0,10322.0
100.00052690505981,623058.0,38501.0,155988,0.0,7026.0
100.00060224533081,976294.0,60733.0,157224,0.0,4550.0
100.00362944602966,77634.0,4238.0,156208,0.0,9810.0
100.02576065063477,79731.0,4348.0,155430,0.0,10147.0
100.00057983398438,271543.0,16318.0,156058,0.0,10439.0
100.0005452632904,74814.0,4083.0,156096,0.0,9470.0
100.00875735282898,87514.0,4782.0,155782,0.0,10986.0
100.00053715705872,152777.0,8987.0,156418,0.0,8969.0
100.0066499710083,76613.0,4183.0,156250,0.0,9669.0
100.02837657928467,79193.0,4322.0,157464,0.0,10025.0
100.00078558921814,835800.0,51927.0,156690,0.0,4952.0
100.00162553787231,1171469.0,73085.0,157150,0.0,2093.0
100.00022339820862,280235.0,16874.0,156530,0.0,10235.0
100.00619339942932,89020.0,4840.0,157104,0.0,11564.0
100.00926566123962,75047.0,4107.0,157072,0.0,9319.0
100.02602410316467,80122.0,4401.0,157616,0.0,9690.0
100.02400398254395,77628.0,4244.0,156014,0.0,9708.0
100.01188898086548,75934.0,4134.0,156996,0.0,9774.0
100.01237773895264,81718.0,4489.0,156262,0.0,9878.0
100.01702857017517,84810.0,4658.0,157004,0.0,10266.0
100.00053882598877,1341063.0,83755.0,158512,0.0,967.0
100.00043892860413,486957.0,29983.0,156976,0.0,7213.0
100.01473999023438,79045.0,4324.0,155736,0.0,9845.0
