Time,Evaluations,Iterations,Objective value
0.015450477600097656,32531.0,24.0,2968
0.015558481216430664,34565.0,24.0,2432
0.01790904998779297,31587.0,24.0,2666
0.02245950698852539,29741.0,24.0,2650
0.025230884552001953,32017.0,24.0,2410
0.016189098358154297,30127.0,24.0,2690
0.02817249298095703,34349.0,24.0,2678
0.012799501419067383,29656.0,24.0,2770
0.01394343376159668,31906.0,24.0,2692
0.013103485107421875,29678.0,24.0,2792
0.014659881591796875,32866.0,24.0,2696
0.012832403182983398,30550.0,24.0,2760
0.012491464614868164,29618.0,24.0,2934
0.01399374008178711,31403.0,24.0,2604
0.022579431533813477,29999.0,24.0,2766
0.013611793518066406,32619.0,24.0,2882
0.014147281646728516,34647.0,24.0,2658
0.014212369918823242,34598.0,24.0,2804
0.014732122421264648,35329.0,24.0,2746
0.012825250625610352,30567.0,24.0,2546
0.013843059539794922,29154.0,24.0,2916
0.02724456787109375,34539.0,24.0,2750
0.016813993453979492,31414.0,24.0,2998
0.012838602066040039,30297.0,24.0,2610
0.014749288558959961,30524.0,24.0,2782
0.015558004379272461,32225.0,24.0,2750
0.012931108474731445,30822.0,24.0,2604
0.022280216217041016,31843.0,24.0,2850
0.014687299728393555,32060.0,24.0,2602
0.013000249862670898,28861.0,24.0,2908
