Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
107.05416774749756,53082118.0,23.0,154288,979.0,24.0,9.0
105.02864217758179,53794623.0,23.0,154566,988.0,24.0,9.0
108.15087962150574,49301163.0,22.0,154792,897.0,23.0,8.0
102.22053527832031,53605465.0,23.0,154988,999.0,24.0,9.0
101.52805471420288,47740383.0,22.0,154482,882.0,23.0,8.0
103.92636966705322,52521975.0,23.0,154604,971.0,24.0,9.0
110.21130561828613,48796163.0,22.0,154312,899.0,23.0,8.0
109.30507040023804,51400584.0,23.0,154592,982.0,24.0,9.0
100.45350384712219,65060499.0,25.0,154454,1209.0,26.0,11.0
103.61678957939148,52446869.0,23.0,154642,986.0,24.0,9.0
103.15279960632324,52181418.0,23.0,154638,973.0,24.0,9.0
105.72468042373657,53468133.0,23.0,154836,1001.0,24.0,9.0
110.32260537147522,52840141.0,23.0,154656,986.0,24.0,9.0
105.31026005744934,62545120.0,24.0,154500,1127.0,25.0,10.0
106.43453311920166,55326946.0,23.0,154722,992.0,24.0,9.0
111.16359496116638,53385501.0,23.0,154364,982.0,24.0,9.0
108.75585865974426,57893675.0,24.0,154760,1069.0,25.0,10.0
108.95495557785034,57749066.0,23.0,154740,1026.0,24.0,9.0
110.22680044174194,58285262.0,24.0,154558,1085.0,25.0,10.0
107.48099064826965,57883026.0,24.0,154910,1072.0,25.0,10.0
102.25200200080872,66074318.0,25.0,154152,1216.0,26.0,11.0
107.76689338684082,68923051.0,26.0,154258,1278.0,27.0,12.0
102.76017022132874,66163746.0,25.0,154622,1221.0,26.0,11.0
106.80752110481262,53850843.0,23.0,154154,995.0,24.0,9.0
108.79444789886475,70667628.0,26.0,154610,1300.0,27.0,12.0
104.3752670288086,64561536.0,25.0,154530,1177.0,26.0,11.0
100.37725877761841,51429442.0,23.0,154650,969.0,24.0,9.0
105.51622343063354,52970329.0,23.0,154376,963.0,24.0,9.0
105.07359600067139,56738862.0,24.0,154116,1053.0,25.0,10.0
110.94266867637634,50482645.0,22.0,155206,908.0,23.0,8.0
