Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
4.005576133728027,249743.0,753.0,2600,198.0,258.0,1381.0
4.001648664474487,795195.0,900.0,2462,618.0,651.0,2627.0
4.006908893585205,253137.0,565.0,2514,201.0,298.0,1577.0
4.0010998249053955,488930.0,867.0,2460,323.0,554.0,2613.0
4.003368854522705,466678.0,998.0,2568,364.0,464.0,2131.0
4.000526428222656,321181.0,1070.0,2414,239.0,327.0,1613.0
4.001749515533447,218657.0,574.0,2740,182.0,212.0,1280.0
4.004559755325317,230409.0,581.0,2592,174.0,279.0,1538.0
4.003942012786865,822437.0,799.0,2492,489.0,328.0,1711.0
4.0021607875823975,198097.0,958.0,2622,133.0,188.0,1049.0
4.000811815261841,169963.0,664.0,2630,138.0,198.0,1243.0
4.003882169723511,205956.0,639.0,2618,152.0,193.0,1231.0
4.001521348953247,215564.0,1138.0,2530,141.0,152.0,1115.0
4.0027899742126465,311355.0,926.0,2488,261.0,427.0,1828.0
4.002033948898315,480837.0,499.0,2552,317.0,310.0,1772.0
4.000655651092529,459000.0,892.0,2398,313.0,390.0,1916.0
4.001274585723877,476636.0,573.0,2524,423.0,395.0,1825.0
4.000948667526245,477058.0,829.0,2392,419.0,514.0,2158.0
4.004260540008545,1016238.0,807.0,2484,684.0,707.0,2815.0
4.004287004470825,529980.0,711.0,2522,432.0,756.0,3180.0
4.003623723983765,195352.0,1123.0,2468,150.0,262.0,1486.0
4.000957727432251,220213.0,552.0,2456,167.0,373.0,1875.0
4.001965284347534,806070.0,626.0,2398,568.0,577.0,2546.0
4.000829458236694,668586.0,704.0,2572,496.0,500.0,2269.0
4.001242637634277,621464.0,860.0,2424,471.0,551.0,2496.0
4.004472255706787,879710.0,739.0,2374,684.0,741.0,2937.0
4.0063862800598145,371041.0,707.0,2446,325.0,378.0,1656.0
4.000645875930786,259617.0,1132.0,2604,198.0,156.0,1165.0
4.001493692398071,409556.0,907.0,2486,305.0,427.0,2148.0
4.004993677139282,591993.0,595.0,2462,437.0,578.0,2534.0
