Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
100.00976920127869,7463088.0,6607.0,152344,342.0,1576.0,6891.0
100.00754070281982,7944422.0,6599.0,152168,376.0,1165.0,5304.0
100.01096391677856,3656342.0,8475.0,151770,164.0,532.0,3596.0
100.04528069496155,15009970.0,641.0,151082,641.0,8908.0,33601.0
100.00895833969116,4088611.0,7830.0,151380,139.0,293.0,2531.0
100.02936887741089,28128081.0,1373.0,151624,1373.0,3728.0,11136.0
100.01069188117981,15930761.0,4462.0,152764,746.0,4458.0,14062.0
100.0101580619812,4324203.0,8521.0,151748,193.0,1028.0,5756.0
100.01010346412659,8635473.0,3330.0,152892,372.0,4327.0,16092.0
100.18352699279785,19274684.0,901.0,151734,901.0,5746.0,19990.0
100.00360369682312,5114731.0,6345.0,152200,188.0,855.0,5010.0
100.0812520980835,16875781.0,772.0,151446,772.0,5858.0,19334.0
100.00963497161865,3870167.0,8362.0,151624,168.0,508.0,3646.0
100.01364159584045,7555418.0,5789.0,152234,342.0,1894.0,8734.0
100.0049455165863,9928301.0,3798.0,152916,415.0,5668.0,22406.0
100.00546216964722,30683614.0,1498.0,151948,1498.0,4027.0,11810.0
100.00356769561768,5108655.0,8254.0,150998,143.0,413.0,3058.0
100.01364707946777,4685770.0,8181.0,150980,185.0,1034.0,5596.0
100.00911283493042,3236328.0,7707.0,151000,144.0,316.0,2797.0
100.00985717773438,3858282.0,7770.0,151238,165.0,355.0,3208.0
100.00439167022705,3249677.0,9798.0,152246,146.0,474.0,2901.0
100.07666039466858,10769057.0,438.0,152240,438.0,8422.0,31279.0
100.00753831863403,4051505.0,7183.0,152210,143.0,439.0,2893.0
100.01272296905518,4313739.0,7950.0,151836,145.0,376.0,2852.0
100.15473914146423,20082613.0,961.0,152514,961.0,4119.0,13572.0
100.20305347442627,14374274.0,637.0,151564,637.0,6173.0,22470.0
100.01133108139038,23925547.0,1148.0,151454,1141.0,4877.0,14482.0
100.0045154094696,23677863.0,1131.0,153246,1131.0,5047.0,16309.0
100.00510859489441,4200685.0,8528.0,150960,160.0,643.0,3750.0
100.01893544197083,3129666.0,9692.0,152622,143.0,344.0,2792.0
