Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
9.000316381454468,11540.0,7344.0,98230,0.0,34.0,440.0
9.000306606292725,86108.0,9191.0,96990,0.0,56.0,483.0
9.001293897628784,30430.0,8346.0,96000,0.0,79.0,568.0
9.000199317932129,83968.0,11036.0,97730,0.0,84.0,596.0
9.000192642211914,35107.0,10876.0,95890,0.0,68.0,588.0
9.0002281665802,26684.0,6839.0,100580,0.0,47.0,400.0
9.000518560409546,179464.0,10616.0,98420,0.0,21.0,344.0
9.000166893005371,255375.0,10094.0,98850,0.0,22.0,426.0
9.000342607498169,49356.0,9569.0,96850,0.0,24.0,465.0
9.000134468078613,67135.0,10900.0,100880,0.0,17.0,267.0
9.000531435012817,39925.0,8107.0,97790,0.0,11.0,372.0
9.00164008140564,88495.0,6600.0,100300,0.0,38.0,392.0
9.000161409378052,31618.0,9015.0,98970,0.0,132.0,760.0
9.000377893447876,47180.0,11004.0,98790,0.0,25.0,376.0
9.000470638275146,10100.0,10845.0,98350,0.0,59.0,451.0
9.001034498214722,15528.0,6360.0,96650,0.0,116.0,667.0
9.001400232315063,50778.0,8414.0,101990,0.0,55.0,506.0
9.000795364379883,49618.0,10851.0,101160,0.0,27.0,361.0
9.00060224533081,41215.0,10560.0,98700,0.0,38.0,431.0
9.000357866287231,12397.0,9483.0,100290,0.0,25.0,355.0
9.000608921051025,106189.0,10899.0,99360,0.0,10.0,325.0
9.000250101089478,35123.0,7283.0,98730,0.0,25.0,325.0
9.000804901123047,220257.0,10678.0,97390,0.0,34.0,432.0
9.000359773635864,14559.0,6538.0,97710,0.0,84.0,617.0
9.000499963760376,93348.0,10834.0,103000,0.0,17.0,345.0
9.000854015350342,38105.0,7981.0,98590,0.0,26.0,387.0
9.000868797302246,134187.0,10919.0,95760,0.0,29.0,356.0
9.00151515007019,13435.0,10210.0,98270,0.0,110.0,610.0
9.000627279281616,42723.0,10464.0,97330,0.0,26.0,408.0
9.000834941864014,21766.0,9185.0,98030,0.0,47.0,508.0
