Time,Evaluations,Iterations,Objective value
1.9397380352020264,1250025.0,24.0,164872
1.9217734336853027,1250025.0,24.0,163946
3.434396982192993,1250025.0,24.0,164258
2.085066556930542,1250025.0,24.0,164796
1.9254968166351318,1250025.0,24.0,164810
3.195653200149536,1250025.0,24.0,165082
2.6904633045196533,1250025.0,24.0,164808
2.8476808071136475,1250025.0,24.0,164354
2.1183555126190186,1250025.0,24.0,163818
4.003910541534424,1250025.0,24.0,164478
1.9359917640686035,1250025.0,24.0,164442
1.9260649681091309,1250025.0,24.0,164106
2.370877981185913,1250025.0,24.0,163812
2.460235834121704,1250025.0,24.0,164578
1.931206464767456,1250025.0,24.0,165028
4.0985541343688965,1250025.0,24.0,163742
2.4775619506835938,1250025.0,24.0,163976
1.924323558807373,1250025.0,24.0,164378
1.925262689590454,1250025.0,24.0,164718
1.967189073562622,1250025.0,24.0,164078
2.66032075881958,1250025.0,24.0,163522
4.030109882354736,1250025.0,24.0,164366
2.1030023097991943,1250025.0,24.0,164826
1.9258456230163574,1250025.0,24.0,164870
2.1829333305358887,1250025.0,24.0,164746
1.9229679107666016,1250025.0,24.0,164638
3.0157392024993896,1250025.0,24.0,163846
4.079144716262817,1250025.0,24.0,164892
3.633070707321167,1250025.0,24.0,164700
2.3223397731781006,1250025.0,24.0,165002
