Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in GADEGD
9.001543998718262,10390866.0,4817.0,727053081,4818.0,4818.0,0.0
9.001282453536987,10467065.0,4850.0,727053081,4851.0,4851.0,0.0
9.00046157836914,8258908.0,3840.0,727053081,3841.0,3841.0,0.0
9.000185251235962,10337964.0,4783.0,727053081,4784.0,4784.0,0.0
9.001811265945435,8564946.0,3988.0,727053081,3989.0,3989.0,0.0
9.003267049789429,9088473.0,4195.0,727053081,4196.0,4196.0,0.0
9.000224113464355,8959530.0,4140.0,727053081,4141.0,4141.0,0.0
9.000610589981079,9470100.0,4406.0,727053081,4407.0,4407.0,0.0
9.001354217529297,10037204.0,4637.0,727053081,4638.0,4638.0,0.0
9.001206398010254,7771148.0,3604.0,727053081,3605.0,3605.0,0.0
9.000305891036987,10609743.0,4902.0,727053081,4903.0,4903.0,0.0
9.002946853637695,10069488.0,4648.0,727053081,4649.0,4649.0,0.0
9.000030040740967,10623657.0,4907.0,727053081,4908.0,4908.0,0.0
9.001088857650757,9850983.0,4561.0,727053081,4562.0,4562.0,0.0
9.001428842544556,10104759.0,4712.0,727053081,4713.0,4713.0,0.0
9.001054048538208,6140607.0,2846.0,727053081,2847.0,2847.0,0.0
9.001519441604614,9048536.0,4191.0,727053081,4192.0,4192.0,0.0
9.002482891082764,6121489.0,2842.0,727053081,2843.0,2843.0,0.0
9.000791549682617,7306867.0,3411.0,727053081,3412.0,3412.0,0.0
9.001602172851562,8031676.0,3725.0,727053081,3726.0,3726.0,0.0
9.001930713653564,6393369.0,2988.0,727053081,2989.0,2989.0,0.0
9.001068115234375,10001902.0,4647.0,727053081,4648.0,4648.0,0.0
9.001537322998047,8727890.0,4058.0,727053081,4059.0,4059.0,0.0
9.002289056777954,9277524.0,4311.0,727053081,4312.0,4312.0,0.0
9.000712871551514,9815679.0,4529.0,727053081,4530.0,4530.0,0.0
9.000403881072998,7078164.0,3288.0,727053081,3289.0,3289.0,0.0
9.000579118728638,10479685.0,4876.0,727053081,4877.0,4877.0,0.0
9.001800298690796,10622941.0,4910.0,727053081,4911.0,4911.0,0.0
9.00271463394165,9028627.0,4184.0,727053081,4185.0,4185.0,0.0
9.000370502471924,10598839.0,4927.0,727053081,4928.0,4928.0,0.0
