Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions
225.11861515045166,44964354.0,992.0,8307492,992.0,1875.0
225.08835196495056,38993146.0,852.0,8315182,852.0,4179.0
225.24964427947998,39915503.0,886.0,8315084,886.0,4039.0
225.13781309127808,38106453.0,813.0,8302768,813.0,3642.0
225.10752201080322,43227206.0,957.0,8258874,957.0,3808.0
225.043785572052,35762140.0,783.0,8306078,783.0,3702.0
225.13371968269348,37882233.0,839.0,8290188,839.0,3731.0
225.07229161262512,36562023.0,793.0,8286838,793.0,3406.0
225.23931336402893,44271968.0,980.0,8338130,980.0,2301.0
225.11358833312988,34734432.0,767.0,8266324,767.0,3840.0
225.11078906059265,37056436.0,785.0,8267622,785.0,3814.0
225.11430430412292,42252231.0,935.0,8213016,935.0,4361.0
225.09792971611023,38275021.0,840.0,8308628,840.0,3890.0
225.19605612754822,39243400.0,848.0,8276512,848.0,3814.0
225.02828764915466,37625888.0,831.0,8317222,831.0,3915.0
225.12675189971924,36474229.0,782.0,8287486,782.0,3610.0
225.0546486377716,39224752.0,867.0,8275730,867.0,3847.0
225.126389503479,39862240.0,867.0,8238682,867.0,4039.0
225.10995268821716,40569179.0,890.0,8223116,890.0,3916.0
225.01876425743103,38297322.0,847.0,8229228,847.0,3741.0
225.03882789611816,36227599.0,796.0,8316974,796.0,4040.0
225.23276948928833,39518068.0,876.0,8346964,876.0,4346.0
225.22278881072998,35018406.0,726.0,8311232,726.0,3443.0
225.2285451889038,42526460.0,939.0,8283034,939.0,4488.0
225.11761665344238,39351447.0,869.0,8269644,869.0,4198.0
225.0061092376709,42471838.0,939.0,8302570,939.0,3427.0
225.3191454410553,38487863.0,849.0,8260222,849.0,3250.0
225.1742033958435,37437398.0,810.0,8269922,810.0,3616.0
225.1630721092224,40246632.0,857.0,8259098,857.0,3772.0
225.2883014678955,41014707.0,909.0,8278498,909.0,3931.0
