Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
101.79458618164062,45881199.0,21.0,150282,1471.0,127.0,1019.0
100.35511231422424,48027224.0,22.0,150088,1541.0,133.0,1098.0
101.36873960494995,46956796.0,21.0,150424,1476.0,132.0,966.0
102.46006870269775,50142822.0,23.0,150108,1597.0,125.0,1095.0
101.9878032207489,56720106.0,27.0,150328,1884.0,156.0,1363.0
101.35198473930359,40593103.0,18.0,150286,1258.0,106.0,820.0
100.11110043525696,46372104.0,21.0,150268,1476.0,132.0,959.0
100.69806933403015,49462031.0,23.0,150250,1591.0,119.0,1096.0
100.20518112182617,52566508.0,24.0,150014,1680.0,144.0,1135.0
100.2802209854126,51507298.0,24.0,150146,1678.0,142.0,1172.0
100.46854948997498,64114276.0,29.0,149920,2027.0,171.0,1352.0
101.38131976127625,64832682.0,31.0,150080,2166.0,182.0,1548.0
103.06925749778748,51721894.0,23.0,150060,1624.0,152.0,1079.0
101.17484593391418,56754821.0,26.0,150114,1817.0,153.0,1181.0
101.54321026802063,53256384.0,25.0,150102,1736.0,136.0,1248.0
101.43806958198547,57091848.0,26.0,150236,1835.0,171.0,1219.0
100.77491211891174,45711107.0,20.0,150330,1412.0,132.0,928.0
101.52046036720276,56292280.0,26.0,149990,1833.0,169.0,1267.0
101.98655962944031,55875509.0,26.0,150100,1811.0,147.0,1224.0
103.3468644618988,53643241.0,24.0,150282,1674.0,138.0,1121.0
101.10397243499756,51426981.0,23.0,150346,1615.0,143.0,1129.0
102.30758762359619,51783698.0,23.0,150010,1620.0,148.0,1081.0
102.7984471321106,52166454.0,23.0,150048,1643.0,171.0,1150.0
102.42314982414246,53541019.0,26.0,150146,1805.0,141.0,1266.0
102.25636458396912,50903137.0,23.0,150392,1607.0,135.0,1005.0
102.06598138809204,49784478.0,22.0,150102,1542.0,134.0,975.0
100.07171535491943,48086754.0,22.0,150094,1546.0,138.0,1072.0
103.10660862922668,65826500.0,31.0,150000,2182.0,198.0,1550.0
101.33583211898804,43955089.0,20.0,150256,1407.0,127.0,1010.0
103.80448031425476,50420236.0,23.0,150092,1597.0,125.0,1066.0
