Time,Evaluations,Iterations,Objective value
0.17584967613220215,198632.0,24.0,92300
0.17506003379821777,202255.0,24.0,93430
0.09328722953796387,195593.0,24.0,94020
0.09542179107666016,196561.0,24.0,93980
0.09476065635681152,196280.0,24.0,93100
0.19008159637451172,216168.0,24.0,92360
0.09668421745300293,200218.0,24.0,92950
0.09093952178955078,190483.0,24.0,93940
0.08909130096435547,187047.0,24.0,94800
0.09202361106872559,193193.0,24.0,93680
0.164292573928833,186336.0,24.0,92040
0.09661197662353516,202462.0,24.0,93350
0.1681351661682129,194005.0,24.0,92690
0.17901897430419922,200969.0,24.0,92300
0.16562414169311523,190614.0,24.0,91990
0.09189414978027344,193845.0,24.0,93340
0.1273353099822998,199334.0,24.0,92990
0.09279489517211914,194109.0,24.0,93280
0.11724710464477539,204270.0,24.0,93190
0.09836983680725098,206228.0,24.0,92610
0.15282702445983887,179603.0,24.0,93490
0.09454917907714844,199587.0,24.0,92910
0.09421944618225098,194587.0,24.0,92650
0.18245363235473633,208438.0,24.0,92490
0.09478449821472168,196133.0,24.0,92550
0.17687606811523438,197718.0,24.0,92290
0.0950312614440918,200321.0,24.0,93140
0.165008544921875,185681.0,24.0,92670
0.16167879104614258,192048.0,24.0,93340
0.09703373908996582,198878.0,24.0,92990
