Time,Objective value
0.0027544498443603516,172998
0.002879619598388672,172998
0.010153770446777344,171140
0.01688408851623535,171040
0.024005651473999023,170452
0.030609607696533203,170452
0.0369722843170166,168810
0.04342913627624512,168810
0.048980712890625,168554
0.05431795120239258,168442
0.06017875671386719,168050
0.06537151336669922,167574
0.07037591934204102,167574
0.07507872581481934,167416
0.0793447494506836,166616
0.08372998237609863,166616
0.08861446380615234,166102
0.09300541877746582,164886
0.0965433120727539,164774
0.10007405281066895,164638
0.10328984260559082,164214
0.10628938674926758,163508
0.10913944244384766,163508
0.11180686950683594,163164
0.1267542839050293,163046
0.13008809089660645,162808
0.13285517692565918,162646
0.13535380363464355,162348
0.13786530494689941,162038
0.14042305946350098,162036
0.14295339584350586,161892
0.14551687240600586,161766
0.14789628982543945,161616
0.15035414695739746,161488
0.15280556678771973,161488
0.15523743629455566,161488
0.15773558616638184,161488
0.1600663661956787,161408
0.1741628646850586,161408
0.17695331573486328,161288
0.17915606498718262,161288
0.19313406944274902,161280
0.19588875770568848,161280
0.20998120307922363,161280
0.22462773323059082,161236
0.22738194465637207,161236
0.2419886589050293,161236
0.24452543258666992,161236
0.27136850357055664,161226
0.2748250961303711,161226
0.30159592628479004,161140
0.30480480194091797,161126
0.3316028118133545,161126
0.34650683403015137,161126
0.34974145889282227,161126
0.36394691467285156,161126
0.3785860538482666,161092
0.4058253765106201,160972
0.42111730575561523,160972
0.43556809425354004,160906
0.4507713317871094,160906
0.45342111587524414,160906
0.49133920669555664,160906
0.5306487083435059,160906
0.545905351638794,160906
0.5845563411712646,160878
0.6237955093383789,160826
0.6276061534881592,160818
0.6298074722290039,160818
0.6672513484954834,160760
0.6828484535217285,160748
0.6975436210632324,160732
0.7121155261993408,160606
0.7267680168151855,160578
0.7533383369445801,160544
0.7690269947052002,160534
0.7842774391174316,160534
0.7869906425476074,160410
0.8013644218444824,160322
0.8158061504364014,160322
0.8422131538391113,160322
0.8689889907836914,160322
0.8841235637664795,160322
0.9105713367462158,160196
0.925645112991333,160188
0.9401812553405762,160188
0.9546012878417969,160146
0.9691267013549805,160060
0.9720215797424316,159890
0.9743373394012451,159846
0.9882872104644775,159846
1.0396792888641357,159846
1.0912754535675049,159846
1.096086025238037,159822
