Time,Objective value
16.826151609420776,46062480
16.826160430908203,46062480
30.809914112091064,45268670
45.11628532409668,45268670
62.506479024887085,45232798
77.83935403823853,45226400
93.86094975471497,45226400
111.43796300888062,45226400
127.58778500556946,45226400
144.6822166442871,45226400
160.25336909294128,45226400
177.9339199066162,45226400
192.30962491035461,45226400
208.07623720169067,45226400
224.96697473526,45226400
240.4587368965149,45226400
256.80802750587463,45226400
273.0828216075897,45226400
292.1642644405365,45226400
309.13415932655334,45226400
326.86149406433105,45226400
341.0057702064514,45226400
357.953741312027,45226400
372.9973638057709,45226400
388.496798992157,45226400
403.0633502006531,45226400
403.0633623600006,45226400
