Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
100.02250361442566,2451902.0,1258.0,152366,0.0,10918.0,47772.0
100.05250215530396,2304189.0,1201.0,152258,0.0,10127.0,45744.0
100.11289048194885,2575190.0,1323.0,151464,0.0,11610.0,49793.0
100.00754499435425,2477244.0,1541.0,150810,0.0,11294.0,65008.0
100.01077318191528,2120362.0,1255.0,151814,0.0,9392.0,51743.0
100.13534665107727,2018160.0,1083.0,152700,0.0,8903.0,39531.0
100.02017045021057,2656121.0,1465.0,152308,0.0,11986.0,55532.0
100.01752161979675,2268518.0,1212.0,152302,0.0,10247.0,45992.0
100.02125120162964,1970193.0,999.0,152050,0.0,8799.0,38724.0
100.0061571598053,2615818.0,1479.0,152292,0.0,11495.0,53857.0
100.05577230453491,2479149.0,1373.0,152328,0.0,11150.0,52578.0
100.06714463233948,2286855.0,1226.0,151716,0.0,10016.0,44666.0
100.02501273155212,2328482.0,1361.0,153154,0.0,10549.0,55009.0
100.07571363449097,2568251.0,1314.0,152360,0.0,11392.0,49719.0
100.05604124069214,2116242.0,1055.0,152368,0.0,9226.0,40148.0
100.05821871757507,2122337.0,1083.0,151924,0.0,9161.0,40261.0
100.07935571670532,2777889.0,1338.0,152170,0.0,12306.0,49790.0
100.03064751625061,2325644.0,1315.0,152084,0.0,10479.0,51367.0
100.03539443016052,2559728.0,1454.0,152560,0.0,11348.0,51932.0
100.05979490280151,2638607.0,1474.0,152410,0.0,11865.0,58191.0
100.03714919090271,2226114.0,1126.0,151926,0.0,9775.0,41771.0
100.0542197227478,2342229.0,1219.0,152990,0.0,10360.0,46973.0
100.06903195381165,2255399.0,1145.0,152102,0.0,9925.0,42454.0
100.07379412651062,2173548.0,1346.0,152348,0.0,10095.0,56971.0
100.01122570037842,2205690.0,1162.0,151794,0.0,9684.0,41480.0
100.02144169807434,2166690.0,1229.0,152696,0.0,9626.0,44022.0
100.02840399742126,2488466.0,1430.0,152218,0.0,11173.0,58278.0
100.00147914886475,2541493.0,1339.0,151788,0.0,11395.0,50674.0
100.1541953086853,2529643.0,1308.0,152132,0.0,11102.0,48633.0
100.00097250938416,2429979.0,1256.0,152210,0.0,10851.0,46539.0
