Time,Diversity
0.0018761157989501953,89
0.002259492874145508,89
0.005557060241699219,88
0.00880122184753418,88
0.011647701263427734,88
0.014384031295776367,88
0.017271995544433594,88
0.020008325576782227,88
0.02297520637512207,88
0.025739669799804688,88
0.02845025062561035,85
0.0311281681060791,87
0.033866167068481445,88
0.03665328025817871,87
0.03941679000854492,87
0.0422670841217041,85
0.04510140419006348,86
0.04787898063659668,85
0.050667762756347656,86
0.05343818664550781,87
0.056447744369506836,88
0.05925416946411133,88
0.0626070499420166,88
0.06655669212341309,87
0.06934356689453125,87
0.07213163375854492,87
0.07508993148803711,84
0.07801413536071777,83
0.08111429214477539,81
0.08398056030273438,76
0.0867612361907959,77
0.08952951431274414,62
0.0924530029296875,56
0.09523677825927734,37
0.09791350364685059,5
0.1006917953491211,2
0.1034083366394043,3
0.10610532760620117,4
0.10882067680358887,4
0.11153674125671387,4
0.11418795585632324,5
0.11684775352478027,5
0.11957430839538574,5
0.1222684383392334,5
0.12498831748962402,5
0.12769365310668945,5
0.13114142417907715,5
0.13394880294799805,6
0.13674330711364746,6
0.13955068588256836,8
0.14230132102966309,7
0.14633584022521973,9
0.1509404182434082,9
0.15394830703735352,9
0.15730714797973633,9
0.1601414680480957,10
0.16309690475463867,11
0.16601085662841797,13
0.16875743865966797,13
0.17148256301879883,15
0.17428326606750488,16
0.17709779739379883,17
0.17982125282287598,18
0.1825394630432129,18
0.18537163734436035,19
0.18808197975158691,19
0.19090056419372559,20
0.193695068359375,21
0.19649362564086914,22
0.19931840896606445,24
0.20204567909240723,25
0.20485520362854004,26
0.2075955867767334,25
0.2102952003479004,27
0.21299457550048828,28
0.2157444953918457,30
0.21854019165039062,31
0.22133564949035645,33
0.22409486770629883,31
0.2268824577331543,30
0.22966217994689941,31
0.23251008987426758,32
0.23528242111206055,31
0.23795628547668457,32
0.24092316627502441,31
0.24394464492797852,32
0.24681806564331055,33
0.24957060813903809,34
0.25348496437072754,35
0.2574787139892578,35
0.2602503299713135,36
0.26308774948120117,37
0.26592278480529785,37
0.26888155937194824,39
0.27179503440856934,40
0.27468109130859375,40
0.27750635147094727,40
0.2803661823272705,40
0.284008264541626,40
0.28693127632141113,40
0.2897639274597168,40
0.2926154136657715,40
0.29550743103027344,40
0.2984170913696289,39
0.3013789653778076,40
0.30428600311279297,40
0.30715155601501465,40
0.3101067543029785,41
0.3130362033843994,41
0.31588244438171387,42
0.3187284469604492,43
0.3216564655303955,44
0.3245697021484375,44
0.3274714946746826,46
0.3317577838897705,47
0.33513522148132324,47
0.33808445930480957,48
0.3409557342529297,47
0.3437948226928711,47
0.3465995788574219,48
0.3493826389312744,49
0.35217714309692383,50
0.3549365997314453,49
0.35775041580200195,50
0.3605506420135498,50
0.3633606433868408,50
0.3661684989929199,50
0.3690226078033447,51
0.371798038482666,51
0.37458014488220215,51
0.3773467540740967,52
0.3801231384277344,52
0.3828916549682617,52
0.38564038276672363,53
0.3883523941040039,54
0.39110779762268066,54
0.3938436508178711,55
0.39653706550598145,55
0.3992762565612793,56
0.4020423889160156,56
0.4048030376434326,56
0.4075288772583008,58
0.41028499603271484,58
0.41304922103881836,59
0.41583895683288574,59
0.41861462593078613,61
0.421323299407959,61
0.42406630516052246,61
0.4268062114715576,61
0.42946386337280273,62
0.43206167221069336,61
0.4347255229949951,61
