Time,Evaluations,Iterations,Objective value,Local search applications,Greedy solutions,Reemplacements in the population
31.37841534614563,33136541.0,425.0,34500,3908.0,508.0,2643.0
31.366211414337158,27852959.0,362.0,34486,3325.0,429.0,2235.0
31.40534996986389,26004758.0,410.0,34558,3524.0,244.0,2910.0
31.50604772567749,35816243.0,469.0,34564,4302.0,550.0,2907.0
31.381507873535156,36189582.0,484.0,34532,4403.0,531.0,2982.0
31.426940202713013,27582626.0,521.0,34632,4247.0,79.0,4013.0
31.407182455062866,27971614.0,364.0,34472,3350.0,438.0,2211.0
31.410460233688354,36210347.0,467.0,34486,4290.0,554.0,2991.0
31.40532684326172,22279061.0,352.0,34570,3015.0,199.0,2546.0
31.374584674835205,29030356.0,381.0,34562,3496.0,448.0,2371.0
31.412213563919067,32791424.0,411.0,34556,3834.0,546.0,2522.0
31.474912643432617,26725588.0,340.0,34530,3136.0,416.0,2123.0
31.437108755111694,30262256.0,564.0,34568,4611.0,99.0,4302.0
31.42159342765808,25784648.0,321.0,34506,2987.0,419.0,2087.0
31.37230157852173,31619056.0,410.0,34486,3782.0,502.0,2609.0
31.36029362678528,27024989.0,341.0,34522,3169.0,441.0,2084.0
31.365174531936646,33038299.0,426.0,34556,3919.0,511.0,2602.0
31.367506504058838,36916693.0,480.0,34570,4387.0,547.0,2936.0
31.433021783828735,36091085.0,465.0,34520,4297.0,577.0,2870.0
31.421895027160645,31744369.0,397.0,34540,3700.0,524.0,2470.0
31.396100282669067,30187898.0,550.0,34678,4532.0,132.0,4171.0
31.435545206069946,29357488.0,367.0,34462,3412.0,476.0,2358.0
31.40146827697754,32736593.0,434.0,34472,3944.0,472.0,2695.0
31.39905595779419,27539604.0,472.0,34532,3961.0,185.0,3544.0
31.42414164543152,23063393.0,344.0,34536,3019.0,267.0,2395.0
31.362804174423218,28261720.0,496.0,34718,4124.0,156.0,3701.0
31.403801679611206,27965810.0,359.0,34458,3330.0,458.0,2257.0
31.438127756118774,37028016.0,689.0,34564,5637.0,125.0,5299.0
31.42331838607788,28283976.0,372.0,34466,3388.0,412.0,2252.0
31.437509298324585,33157435.0,422.0,34466,3918.0,542.0,2559.0
